customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
1265-ZFOSD,female,0,Yes,No,64.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Manual,81.3,5129.3,No
6568-POCUI,female,0,Yes,No,45.0,Yes,No,fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No
7890-VYYWG,male,1,Yes,No,3.0,No,No,dsl,No,No,No,No,Yes,No,Monthly,Yes,Manual,36.45,93.7,Yes
5197-LQXXH,female,0,Yes,No,71.0,Yes,Yes,dsl,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No
9907-SWKKF,female,1,No,No,1.0,No,No,dsl,No,No,No,No,No,No,Monthly,No,Manual,25.05,25.05,Yes
3457-PQBYH,female,0,Yes,Yes,58.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.3,1160.75,No
7682-AZNDK,male,0,Yes,Yes,34.0,Yes,No,fiber optic,No,Yes,Yes,No,Yes,No,Monthly,Yes,Manual,89.85,3091.75,No
0587-DMGBH,female,0,No,No,8.0,Yes,No,dsl,Yes,No,No,No,No,No,Monthly,Yes,Manual,49.85,365.55,Yes
5384-ZTTWP,female,0,Yes,Yes,15.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,19.8,272.95,No
3745-HRPHI,male,0,Yes,Yes,66.0,No,No,dsl,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,No
7636-OWBPG,male,1,No,No,12.0,No,No,dsl,No,Yes,No,No,No,No,Monthly,Yes,Credit card (automatic),29.35,381.2,No
1231-YNDEK,male,0,No,No,58.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No
1407-DIGZV,female,0,Yes,Yes,3.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,19.1,52.0,No
6397-JNZZG,female,1,Yes,No,43.0,No,No,dsl,No,Yes,Yes,No,Yes,Yes,Monthly,No,Credit card (automatic),55.55,2342.2,Yes
0570-BFQHT,female,0,No,No,9.0,Yes,No,fiber optic,No,Yes,Yes,No,No,No,Monthly,No,Manual,80.55,653.9,No
4393-OBCRR,female,0,No,No,3.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,20.25,71.2,No
3523-QRQLL,female,0,Yes,Yes,22.0,Yes,No,dsl,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes
8564-LDKFL,male,0,Yes,No,40.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,No
3696-DFHHB,female,0,No,No,68.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.5,1821.8,No
0895-DQHEW,male,0,Yes,No,54.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Manual,104.3,5278.15,Yes
4717-GHADL,female,0,No,No,50.0,Yes,Yes,dsl,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Manual,79.6,4024.2,No
5501-TVMGM,male,0,No,No,1.0,Yes,No,dsl,No,No,No,No,No,Yes,Monthly,Yes,Manual,55.25,55.25,No
5879-HMFFH,female,0,Yes,No,72.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No
6772-WFQRD,male,0,No,Yes,40.0,Yes,No,no,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.4,854.9,No
3810-DVDQQ,female,0,Yes,Yes,72.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No
6972-SNKKW,female,0,No,No,6.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.0,109.2,No
3694-GLTJM,female,0,No,No,5.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),19.65,92.05,No
8550-XSXUQ,male,0,Yes,No,48.0,Yes,Yes,dsl,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No
8149-RSOUN,female,0,No,No,1.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,93.85,93.85,Yes
9055-MOJJJ,female,0,Yes,Yes,64.0,Yes,No,dsl,Yes,No,No,Yes,Yes,No,One year,No,Manual,65.8,4068.0,No
4359-INNWN,female,0,No,No,17.0,Yes,No,no,No,No,No,No,No,No,One year,No,Credit card (automatic),20.05,337.9,No
0585-EGDDA,male,0,Yes,No,40.0,Yes,No,fiber optic,No,Yes,Yes,No,No,No,Monthly,Yes,Manual,80.0,3168.75,No
4032-RMHCI,female,0,Yes,Yes,41.0,No,No,dsl,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,No
0549-CYCQN,male,1,No,No,51.0,Yes,Yes,fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No
3481-JHUZH,male,0,Yes,No,41.0,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Manual,80.25,3439.0,No
7250-EQKIY,female,0,Yes,Yes,1.0,Yes,No,dsl,No,No,Yes,No,No,No,Monthly,No,Manual,50.45,50.45,Yes
3594-IVHJZ,female,0,No,No,2.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,20.45,42.45,No
6869-FGJJC,male,0,No,No,68.0,Yes,No,fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,No
3896-ZVNET,female,0,Yes,Yes,24.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Manual,24.7,571.75,No
8205-VSLRB,male,0,Yes,No,70.0,Yes,Yes,dsl,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No
5960-MVTUK,male,0,No,No,3.0,No,No,dsl,No,No,No,Yes,No,No,Monthly,Yes,Manual,29.75,96.85,No
6817-WTYHE,male,0,No,No,2.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),44.9,111.05,No
3082-VQXNH,male,0,Yes,No,3.0,No,No,dsl,No,Yes,No,No,No,No,Monthly,No,Credit card (automatic),29.8,94.4,No
4013-UBXWQ,female,0,No,No,7.0,Yes,Yes,dsl,No,No,No,Yes,Yes,Yes,Monthly,Yes,Manual,74.65,521.1,Yes
4931-TRZWN,female,0,No,No,13.0,Yes,No,dsl,Yes,No,No,No,Yes,Yes,Monthly,Yes,Manual,71.95,923.85,No
0750-EKNGL,male,0,No,No,7.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.75,141.1,No
7669-LCRSD,male,0,Yes,Yes,12.0,Yes,No,dsl,No,No,No,No,Yes,No,Monthly,Yes,Manual,56.3,628.65,No
3567-PQTSO,male,0,Yes,Yes,53.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,105.25,5576.3,No
5519-NPHVG,female,0,No,No,12.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,94.2,1046.1,Yes
8043-PNYSD,male,0,Yes,Yes,63.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,19.55,1245.6,No
9938-EKRGF,female,0,No,No,15.0,Yes,No,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Monthly,No,Manual,84.45,1287.85,No
2703-AMTUL,male,0,Yes,Yes,36.0,Yes,No,dsl,Yes,Yes,No,No,No,No,One year,No,Manual,53.65,1939.35,No
0928-JMXNP,male,1,Yes,No,4.0,No,No,dsl,No,No,Yes,No,No,No,Monthly,Yes,Manual,29.9,118.25,No
8173-RXAYP,female,0,Yes,Yes,24.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,19.7,452.55,No
4825-XJGDM,female,0,No,No,61.0,No,No,dsl,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,No
5402-HTOTQ,male,0,No,No,16.0,Yes,Yes,dsl,No,Yes,No,No,No,No,Monthly,No,Manual,55.3,875.35,No
6734-JDTTV,male,0,Yes,Yes,65.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.85,1267.05,No
7850-THJMU,female,0,Yes,Yes,26.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.65,494.9,No
3890-RTCMS,male,0,No,No,16.0,Yes,No,dsl,No,No,No,Yes,No,No,Monthly,Yes,Manual,49.45,799.0,No
8849-GYOKR,female,0,Yes,No,54.0,Yes,Yes,fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Yes
3148-BLQJT,male,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.1,20.1,Yes
3717-FDJFU,male,0,No,Yes,5.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,20.45,106.9,No
3665-JATSN,female,0,No,No,19.0,No,No,dsl,No,Yes,No,No,No,Yes,Monthly,Yes,Manual,39.7,710.05,No
7966-YOTQW,male,0,No,No,10.0,Yes,Yes,dsl,Yes,No,No,No,No,No,Monthly,Yes,Credit card (automatic),54.5,568.2,No
0461-CVKMU,female,0,Yes,Yes,23.0,Yes,No,fiber optic,No,Yes,Yes,Yes,No,No,Monthly,No,Manual,83.8,1900.25,Yes
8806-EAGWC,male,0,No,No,3.0,Yes,No,dsl,No,No,No,No,Yes,No,Monthly,No,Manual,55.15,159.15,Yes
8853-TZDGH,female,0,No,No,72.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,No
7779-LGOVN,male,1,Yes,No,10.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,86.65,856.65,Yes
4324-BZCKL,female,0,Yes,Yes,10.0,Yes,No,dsl,No,Yes,Yes,No,No,No,Monthly,Yes,Manual,55.55,551.3,No
6924-TDGMT,male,0,Yes,No,11.0,Yes,No,no,No,No,No,No,No,No,One year,Yes,Manual,20.55,184.95,No
9710-ZUSHQ,female,1,No,No,37.0,Yes,Yes,fiber optic,Yes,Yes,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),106.75,4056.75,Yes
1536-YHDOE,male,0,Yes,Yes,17.0,Yes,Yes,dsl,Yes,No,No,Yes,No,No,One year,Yes,Manual,62.1,1096.65,No
8123-QBNAZ,female,0,Yes,Yes,36.0,Yes,Yes,fiber optic,Yes,No,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),104.5,3684.95,No
3629-ZNKXA,male,1,No,No,17.0,Yes,No,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Manual,101.8,1752.45,No
4827-LTQRJ,female,1,Yes,Yes,66.0,Yes,Yes,fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,No
7711-YIJWC,male,0,Yes,Yes,61.0,Yes,No,dsl,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,No
5482-VXSXJ,male,0,No,No,22.0,Yes,No,fiber optic,No,Yes,No,No,Yes,Yes,Monthly,Yes,Manual,93.2,2157.3,No
7365-BVCJH,male,0,No,No,1.0,No,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,24.4,24.4,No
9620-ENEJV,female,0,No,No,6.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Credit card (automatic),70.55,433.95,No
4183-WCSEP,male,0,No,No,31.0,Yes,No,fiber optic,No,Yes,No,Yes,No,No,Monthly,Yes,Manual,78.45,2435.15,Yes
2378-YIZKA,female,0,Yes,Yes,68.0,Yes,No,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5607.75,No
5498-TXHLF,female,0,Yes,Yes,34.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,No,Monthly,No,Manual,87.45,2874.15,Yes
0689-DSXGL,female,0,Yes,Yes,52.0,Yes,No,fiber optic,No,Yes,Yes,Yes,No,No,Monthly,No,Bank transfer (automatic),85.8,4433.3,No
6818-DJXAA,female,0,No,Yes,10.0,Yes,No,fiber optic,No,No,Yes,Yes,Yes,No,Monthly,Yes,Manual,91.1,964.35,No
9722-UJOJR,male,0,Yes,Yes,29.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,70.75,1974.8,Yes
0464-WJTKO,female,0,Yes,Yes,72.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.1,1460.85,No
8902-ZEOVF,male,0,Yes,Yes,47.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,20.05,951.55,No
6778-EICRF,male,0,Yes,Yes,24.0,Yes,Yes,dsl,Yes,No,No,No,Yes,Yes,One year,No,Manual,74.8,1821.2,No
2662-NNTDK,male,0,No,No,65.0,Yes,Yes,no,No,No,No,No,No,No,One year,No,Credit card (automatic),24.8,1600.95,No
4132-KALRO,female,0,No,No,4.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Manual,100.85,399.25,No
3902-FOIGH,male,1,Yes,No,12.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Monthly,Yes,Manual,101.35,1218.55,Yes
6772-KSATR,male,0,No,No,1.0,Yes,Yes,fiber optic,Yes,No,No,No,No,No,Monthly,Yes,Manual,81.7,81.7,Yes
7112-OPOTK,male,0,No,No,33.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,68.25,2171.15,Yes
2874-YXVVA,female,0,No,No,34.0,Yes,No,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Monthly,Yes,Manual,105.1,3634.8,No
1245-HARPS,female,0,Yes,No,14.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,20.4,292.4,No
4210-QFJMF,female,0,No,No,4.0,Yes,No,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,79.15,317.25,Yes
4323-ELYYB,male,0,Yes,Yes,13.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,20.0,218.55,No
4293-ETKAP,female,0,Yes,Yes,65.0,Yes,Yes,dsl,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,No
6064-PUPMC,male,0,Yes,Yes,23.0,Yes,No,dsl,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),57.2,1423.35,No
6504-VBLFL,male,0,Yes,No,55.0,Yes,No,dsl,Yes,Yes,Yes,No,No,No,Two year,No,Manual,58.6,3068.6,No
6322-PJJDJ,male,0,Yes,No,49.0,Yes,No,fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Manual,94.8,4690.65,No
0330-BGYZE,male,0,Yes,No,60.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,No
1085-LDWAM,female,0,Yes,Yes,69.0,Yes,No,no,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.35,1442.65,No
7586-ZATGZ,male,0,No,No,40.0,Yes,Yes,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,84.9,3369.05,No
7197-VOJMM,male,0,Yes,No,67.0,Yes,No,dsl,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,No
3318-OSATS,male,1,No,No,35.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,95.45,3474.05,Yes
5828-AVIPD,male,0,Yes,Yes,19.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Manual,100.95,1875.55,Yes
1843-TLSGD,female,0,Yes,Yes,13.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,20.85,272.35,No
9626-VFRGG,female,0,No,Yes,41.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),88.5,3645.05,No
7075-BNDVQ,female,0,No,No,4.0,No,No,dsl,Yes,No,Yes,No,No,No,Monthly,No,Manual,35.0,135.75,No
9143-CANJF,female,0,Yes,Yes,24.0,Yes,No,dsl,Yes,No,No,Yes,No,No,Monthly,No,Manual,55.15,1319.85,No
7284-BUYEC,female,0,No,No,5.0,No,No,dsl,No,Yes,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),50.95,229.4,No
2041-JIJCI,female,0,No,No,5.0,Yes,Yes,dsl,No,Yes,No,No,No,Yes,Monthly,Yes,Manual,64.0,370.25,No
1086-LXKFY,female,0,Yes,Yes,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.1,69.1,Yes
4900-MSOMT,female,0,Yes,Yes,72.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.2,5714.2,No
2229-VWQJH,female,0,No,No,24.0,Yes,No,dsl,No,No,Yes,No,No,No,Monthly,Yes,Credit card (automatic),49.3,1233.25,No
9194-GFVOI,female,0,Yes,No,42.0,Yes,Yes,dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.35,3571.6,No
1336-EZFZY,female,0,No,No,4.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.05,83.3,No
4282-MSACW,male,0,No,No,68.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,No
1403-LKLIK,female,0,Yes,Yes,33.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,20.1,579.4,No
2636-ALXXZ,female,1,No,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.6,69.6,Yes
7774-OJSXI,male,0,No,No,31.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,103.45,3066.45,Yes
7786-WBJYI,female,0,No,No,4.0,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Monthly,No,Bank transfer (automatic),77.95,305.55,Yes
0136-IFMYD,male,1,Yes,No,69.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,109.95,7634.25,No
5144-TVGLP,male,1,No,No,38.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Monthly,No,Manual,94.75,3653.0,No
9643-AVVWI,female,0,Yes,Yes,3.0,Yes,No,fiber optic,No,Yes,No,Yes,No,No,Monthly,Yes,Manual,80.0,241.3,No
0253-ZTEOB,female,0,Yes,Yes,48.0,Yes,Yes,dsl,No,Yes,No,Yes,Yes,Yes,Two year,No,Manual,79.65,3870.3,No
2706-QZIHY,female,0,Yes,No,15.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Manual,25.2,387.9,No
6061-PQHMK,female,0,No,No,25.0,Yes,No,no,No,No,No,No,No,No,One year,No,Credit card (automatic),19.9,527.5,No
9885-CSMWE,female,1,No,No,1.0,Yes,No,fiber optic,No,No,No,No,Yes,No,Monthly,No,Manual,78.45,78.45,Yes
6137-MFAJN,female,0,No,No,48.0,No,No,dsl,Yes,Yes,No,No,Yes,No,Monthly,Yes,Manual,44.8,2104.55,No
9122-UMROB,male,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.3,20.3,No
4232-JGKIY,male,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,19.2,19.2,No
2402-TAIRZ,female,0,No,No,37.0,Yes,No,fiber optic,No,Yes,Yes,No,No,No,One year,No,Manual,80.05,3019.1,No
9659-ZTWSM,male,1,Yes,No,66.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,No
9139-TWBAS,female,0,Yes,No,26.0,No,No,dsl,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5,No
6685-GBWJZ,male,0,Yes,No,63.0,Yes,No,dsl,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,No
5016-ETTFF,male,0,No,No,10.0,No,No,dsl,No,No,Yes,No,No,No,Monthly,No,Manual,29.5,255.25,Yes
3866-MDTUB,female,0,No,No,2.0,Yes,No,dsl,Yes,No,No,No,Yes,Yes,Monthly,Yes,Manual,70.75,146.9,Yes
2195-VVRJF,male,1,Yes,No,18.0,Yes,No,dsl,Yes,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),59.1,1011.05,No
3913-RDSJZ,female,0,Yes,No,64.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Manual,25.55,1714.95,No
8058-JMEQO,female,1,No,No,9.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,84.45,762.5,Yes
4203-QGNZA,female,0,No,Yes,28.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.25,535.35,No
5043-TRZWM,female,0,No,No,1.0,Yes,No,fiber optic,No,No,Yes,No,No,No,Monthly,No,Manual,75.55,75.55,No
0697-ZMSWS,male,0,No,No,4.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,85.65,338.9,Yes
7657-DYEPJ,male,1,No,No,38.0,Yes,No,dsl,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2497.35,Yes
9494-BDNNC,male,0,Yes,No,66.0,Yes,Yes,fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Manual,95.3,6273.4,No
1640-PLFMP,female,0,No,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,70.25,70.25,No
5366-OBVMR,female,0,Yes,No,18.0,Yes,No,dsl,No,No,No,Yes,No,No,Monthly,Yes,Manual,50.3,908.75,No
8276-MQBYC,male,1,No,No,51.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,97.8,4913.3,Yes
7644-OMVMY,male,0,Yes,Yes,0.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,19.85,1397.475,No
7593-XFKDI,male,0,No,No,1.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,No,Manual,46.3,46.3,Yes
4573-JKNAE,male,0,No,Yes,12.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.35,212.3,No
0337-CNPZE,female,0,No,No,41.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Manual,106.3,4443.45,Yes
9817-APLHW,male,0,No,No,12.0,Yes,Yes,no,No,No,No,No,No,No,Monthly,No,Manual,25.0,316.2,No
8380-MQINP,female,0,Yes,Yes,55.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,20.3,1079.05,No
0840-DFEZH,female,0,No,No,7.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,75.35,564.65,No
1513-XNPPH,female,0,No,No,12.0,Yes,No,fiber optic,No,No,Yes,Yes,No,Yes,Monthly,Yes,Manual,89.4,1095.65,Yes
8690-ZVLCL,female,0,Yes,Yes,68.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.0,6161.9,No
6015-VVHHE,female,1,No,No,5.0,Yes,Yes,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Credit card (automatic),83.15,446.05,Yes
1125-SNVCK,female,1,No,No,49.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,No,Manual,43.8,2106.05,No
0384-LPITE,male,0,No,No,40.0,No,No,dsl,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,No
4616-EWBNJ,female,0,No,No,16.0,Yes,No,no,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.1,318.6,No
6347-DCUIK,male,0,No,No,10.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,74.15,811.8,Yes
1335-HQMKX,female,0,Yes,No,72.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,101.35,7323.15,No
2545-EBUPK,female,1,No,No,2.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,84.05,186.05,No
6923-AQONU,male,0,Yes,Yes,23.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,20.9,454.0,No
2172-EJXVF,female,1,No,No,71.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,105.9,7521.95,No
0897-FEGMU,female,0,Yes,No,11.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,99.5,1056.95,Yes
7663-RGWBC,male,0,No,No,1.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,44.15,44.15,Yes
1120-BMWUB,female,0,No,No,16.0,Yes,No,dsl,No,Yes,No,Yes,No,No,Monthly,Yes,Manual,53.9,834.15,Yes
9124-LHCJQ,female,0,No,No,1.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,85.45,85.45,Yes
4536-PLEQY,male,0,Yes,No,12.0,Yes,No,fiber optic,No,Yes,No,No,No,Yes,Monthly,Yes,Credit card (automatic),85.05,999.8,No
7029-IJEJK,female,0,No,No,54.0,No,No,dsl,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,No
8871-JLMHM,female,0,Yes,No,68.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,No
2235-ZGKPT,female,0,Yes,Yes,4.0,Yes,Yes,dsl,No,No,No,No,No,No,Monthly,No,Manual,50.85,239.55,Yes
3891-PUQOD,female,0,No,Yes,1.0,Yes,No,dsl,No,No,Yes,No,No,Yes,Monthly,No,Manual,59.2,59.2,Yes
5447-VYTKW,male,0,No,No,27.0,Yes,No,dsl,Yes,No,No,Yes,No,No,Monthly,No,Manual,53.45,1461.45,No
3623-FQBOX,male,0,No,No,21.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,19.95,416.4,No
0689-NKYLF,male,0,No,No,13.0,Yes,No,fiber optic,No,No,Yes,No,Yes,No,Monthly,Yes,Manual,83.2,1060.6,Yes
8659-HDIYE,female,1,No,No,64.0,Yes,Yes,dsl,No,Yes,Yes,Yes,No,Yes,Monthly,No,Credit card (automatic),74.65,4869.35,No
3658-KIBGF,female,0,No,No,1.0,Yes,No,dsl,Yes,Yes,No,No,No,No,Monthly,Yes,Manual,54.9,54.9,Yes
3474-BAFSJ,male,0,Yes,No,57.0,No,No,dsl,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,No
5519-YLDGW,female,0,Yes,No,21.0,Yes,Yes,fiber optic,Yes,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,103.9,2254.2,Yes
3865-ZFZIB,male,0,No,No,19.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,19.65,358.15,No
1855-AGAWH,male,0,Yes,No,31.0,Yes,No,fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Manual,93.8,2939.8,No
7109-CQYUZ,male,0,No,No,52.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,89.25,4652.4,No
